#s	hn	av	tn	taivutus
monenkertainen				
monenkeskinen				
monenkielinen				
monenkirjava				
monenkokoinen				
monenlaatuinen				
monenlainen			38	
monenmoinen			38	
monenmuotoinen				
monennäköinen				
monentaa		J	54	
monenvälinen				
monenvärinen				
mones			45	
monesti			99	
monetaarinen			38	
monetarismi			5	
monetaristi			5	
monetaristinen			38	
moneus			40	
moneusoppi				
mongerrus			39	
mongertaa		K	54	
mongoli			5	
mongolidi			5	
mongolidinen			38	
mongolilainen			38	
mongolin kieli				
mongolinkielinen				
mongolinpoimu				
mongolismi			5	
mongoloidi			5	
moni			23	
moniaalla			99	
moniaalle			99	
moniaalta			99	
monialaistua			52	
monialayritys				
moniarvoinen				
moniarvoisuus				
monias			41	
moniasteinen				
moniasteöljy				
moniavioinen				
moniavioisuus				
monihaarainen				
monihenkinen				
moni-ilmeinen			18	
monijumalainen				
monijumalaisuus			40	
monijäseninen				
monikansainen			38	
monikansalaisuus				
monikansallinen				
monikasvoinen				
monikerroksinen				
monikerroksisuus				
monikerta				
monikertainen				
monikielinen				
monikielisyys				
monikko		A	4	
monikkomuoto				
monikkomuotoinen				
monikollinen			38	
monikollisuus			40	
monikulmio				
monikulmiomittaus				
monikulttuurinen				
monikymmeninen				
monikymmenkertainen				
monikymmenlukuinen				
monikymmenvuotinen				
monikärkiohjus				
monikäsitteinen				
monikäyttö				
monikäyttöauto				
monikäyttöhalli			5	
monikäyttöinen				
monilapsinen				
monilukuinen				
monilukuisesti			99	
monilukuisuus			40	
monilähtöinen				
monimerkityksinen				
monimerkityksisyys				
monimiehinen				
monimiehisyys				
monimielinen				
monimielisesti			99	
monimielisyys				
monimiljonääri				
monimiljoonainen				
monimiljoonikko				
monimuotoinen				
monimuotoistua			52	
monimuotoisuus				
monimuoto-opetus				
monimuoto-opiskelu				
monimutkainen				
monimutkaistaa			53	
monimutkaistua			52	
moninainen			38	
moninaiskäyttö				
moninaistaa			53	
moninaistua			52	
moninaisuus			40	
moninkertainen				
moninkertaisesti			99	
moninkertaistaa				
moninkertaistua				
monioireinen				
moniongelmainen				
moniosainen				
moniottelija				
moniottelu				
monipalveluverkko				
monipersoonainen				
monipersoonaisuus			40	
monipiippuinen				
monipolvinen				
moniportainen			38	
monipuolinen				
monipuolisesti			99	
monipuolistaa			53	
monipuolistua			52	
monipuolisuus			40	
monipuolueinen				
monipuoluejärjestelmä				
monipuoluemaa				
monipäinen				
monipäiväinen				
monisanainen				
monisanaisesti			99	
monisanaisuus				
monisatainen				
monisatakertainen				
monisatakertaisesti			99	
monisatalukuinen				
monisatapäinen				
monisatavuotinen				
moniselitteinen				
monisikiöinen			38	
monismi			5	
monisoluinen				
monistaa			53	
monistamo			2	
moniste			48	
monisti			5	
monistinen			38	
monistua			52	
monistus			39	
monistuskone				
monistuspaperi				
monistuttaa		C	53	
monisyinen				
monisynnyttäjä				
monisäikeinen				
monisäikeisyys			40	
monisärmäinen				
monisärmäisyys			40	
monitahoinen				
monitahokas				
monitaitoinen				
monitaituri				
monitasoinen				
monitasoisuus			40	
monitasokuva				
monitekijäinen				
monitieteinen			38	
monitieteisyys			40	
monitoimikone				
monitoimimurtaja				
monitoiminen				
monitoimitalo				
monitoimitila				
monitori			5	
monitoroida			62	
monitorointi		J	5	
monituhantinen				
monituhatkertainen				
monituhatkertaisesti			99	
monituhatlukuinen				
monituhatpäinen				
monituhatvuotinen				
monituinen			38	
monitulkintainen				
monitulkintaisuus				
monituntinen				
monityydyttymätön				
moniulotteinen				
monivaiheinen				
monivaiheraketti				
monivaikutteinen				
monivaimoisuus			40	
monivalintakoe				
monivalintatehtävä				
monivammainen				
monivivahteinen				
monivuotinen				
monivärinen				
moniväripainanta				
moniymmärteinen				
moniääninen				
monkua		G	52	
mono	1		1	
mono	2		1	
monofonia			12	
monofoninen			38	
monogaaminen			38	
monogamia			12	
monografia			12	
monogrammi			5	
monogynia			12	
monogyyninen			38	
monokkeli			6	
monolevy				
monoliitti		C	5	
monoliittinen			38	
monologi			5	
monopoli			5	
monopoliasema				
monopolisoida			62	
monopolisointi		J	5	
monopolisoitua		F	52	
monopolistinen			38	
monopoliyhtiö				
monopoloida			62	
monopoloitua		F	52	
monoteismi			5	
monoteisti			5	
monoteistinen			38	
monotoisto				
monotonia			12	
monotoninen			38	
monotonisesti			99	
monotonisuus			40	
monottaa		C	53	
monotypia			12	
monstrumi			5	
monsuuni			6	
monsuuni-ilmasto				
monsuunimetsä				
monsuunisade				
monsuunituuli				
monta			99	
montaa			99	
montaasi			5	
montteerata			73	
monttu		C	1	
monttööri			6	
monumentaalinen			38	
monumentaalisesti			99	
monumentaalisuus			40	
monumentaalitaide				
monumentti		C	5	
moodi			5	
mooli			5	
moolisuus			40	
moottori			6	
moottoriajoneuvo				
moottoriajoneuvoliikenne				
moottorialus				
moottorijarrutus				
moottorikatu				
moottorikelkka				
moottorikelkkailija				
moottorikelkkailla				
moottorikelkkailu				
moottorikäyttöinen				
moottorilaiva				
moottorilento		J	1	
moottorilentourheilu				
moottoriliikennetie				
moottorillinen			38	
-moottorinen			38	
moottoriperä				
moottoripetroli				
moottoripolkupyörä				
moottoripolttoaine				
moottoripumppu				
moottoripurjehtija				
moottoripyörä				
moottoripyöräilijä				
moottoripyöräillä				
moottoripyöräily				
moottoripyöräjengi				
moottoripyöräkerho				
moottoripyöräpoliisi				
moottoripyöräurheilu				
moottoriruisku				
moottorisaha				
moottoristadion				
moottoriteho				
moottoritie				
moottoriurheilija				
moottoriurheilu				
moottorivene				
moottoriveneilijä				
moottoriveneillä				
moottoriveneily				
moottoriveneurheilu				
moottoriveto		F	1	
moottorivetoinen				
moottorivika		D	9	
moottorivoima				
moottoriöljy				
moottoroida			62	
moottorointi		J	5	
moottoroitua		F	52	
mopata		B	73	
mopedi			5	
mopo			1	
mopoilija			12	
mopoilla			67	
moppaus			39	
moppi		B	5	
mopsi			5	
moraali			6	
moraalikäsitys				
moraalinen			38	
moraalinvartija				
moraalisaarna				
moraalisesti			99	
moraalisuus			40	
moraalisääntö				
moraaliton		C	34	
moraalittomasti			99	
moraalittomuus			40	
moralismi			5	
moralisoida			62	
moralisointi		J	5	
moralisti			5	
moralistinen			38	
moraliteetti		C	5	
moratorio			3	
mordva			10	
mordvalainen			38	
mordvan kieli				
moreeni			6	
moreenikerros				
moreenikerrostuma				
moreenimaa				
morfeemi			5	
morfiini			5	
morfinismi			5	
morfinisti			5	
morfologia			12	
morfologinen			38	
morjens			99	
morjensta			99	
morjenstaa			53	
morjes			99	
morjesta			99	
morjestaa			53	
morkata		A	73	
morkkaaja			10	
morkkaus			39	
morkkis			39	
mormoni			5	
mormyska			13	
mormyskaonki				
moro	1		1	
moro	2		99	
moron			99	
morseaakkoset				
morsemerkki				
morsettaa		C	53	
morsetus			39	
morsian			33	
morsio			3	
morsiusangervo				
morsiushuntu				
morsiuskello				
morsiuskimppu				
morsiuskruunu				
morsiusneito				
morsiuspari			5	
morsiuspuku				
morsiusseppele				
morsiustyttö				
morsiusvihko				
mortadella			9	
mortaliteetti		C	5	
mortteli			6	
morula			12	
mosaiikki		A	5	
mosaiikkikuva				
mosaiikkilaatta				
mosaiikkiparketti				
mosaiikkitaide				
mosaiikkityö				
mosel			5	
moselviini			5	
moska			10	
moskainen			38	
moskaisuus			40	
moskeija			12	
moskiitto		C	1	
moskiittoverkko				
motata		C	73	
motelli			6	
motetti		C	5	
motettikuoro				
motiivi			5	
motittaa		C	53	
motivaatio			3	
motivoida			62	
motivoimaton		C	34	
motivointi		J	5	
motivoitua		F	52	
motkottaa		C	53	
moto			1	
motocross			5	
motocrosskilpailu				
motoriikka		A	9	
motorinen			38	
motorisoida			62	
motorisoitua		F	52	
motoristi			5	
motskari			6	
motti	1	C	5	
motti	2	C	5	
mottimetsä				
mottitaistelu				
motto		C	1	
moukari			6	
moukarikaari				
moukarikilpailu				
moukarinheitto				
moukarinheittotulos				
moukarinheittäjä				
moukarinkaari				
moukaritulos				
moukaroida			62	
moukka		A	10	
moukkamainen			38	
moukkamaisesti			99	
moukkamaisuus			40	
moukku		A	1	
moukua		D	52	
moulinélanka				
mouruta			74	
moussakas			5	
mousse			8	
muassa			99	
muffini			6	
muhamettilainen			38	
muhamettilaisuus			40	
muhea			15	
muhennos			39	
muhennus			39	
muhentaa		J	54	
muhentua		J	52	
muheva			10	
muhevuus			40	
muhia			61	
muhina			12	
muhinoida			62	
muhinointi		J	5	
muhkea			15	
muhkeasti			99	
muhkeus			40	
muhkura			12	
muhkurainen			38	
muhoilla			67	
muhvi			5	
muhviliitos				
muija			10	
muikea			15	
muikeasti			99	
muikistaa			53	
muikistella			67	
muikku		A	1	
muikkukukko				
muiluttaa		C	53	
muiluttaja			10	
muilutus			39	
muinainen			38	
muinaisaika		D	9	
muinaisaikainen				
muinaisesine				
muinaishauta				
muinaisjäännös				
muinaiskulttuuri				
muinaislinna				
muinaislöydös				
muinaislöytö				
muinaismuisto				
muinaispreussi				
muinaisranta				
muinaisruno				
muinaisrunous				
muinaissuomalainen				
muinaistaru				
muinaistiede				
muinaistieteellinen				
muinaistieteilijä				
muinaistutkija				
muinaisusko				
muinaisuskonto				
muinaisuus			40	
muinoin			99	
muinoinen			38	
muiskauttaa		C	53	
muisku			1	
muistaa			53	
muistama			10	
muistamaton		C	34	
muistamattomuus			40	
muistella			67	
muistelma			10	
muistelmakirja				
muistelmakirjailija				
muistelmakirjallisuus				
muistelmateos				
muistelo			2	
muistelu			2	
muistelus			39	
muistettava			10	
muisti			5	
muistiaukko				
muistiharha				
muistihäiriö				
muistihäiriöinen				
muistiinkirjoittaa				
muistiinmerkitä				
muistiinpanna			67	
muistiinpano				
muistiinpanoväline				
muistijälki				
muistikapasiteetti				
muistikatkos				
muistikirja				
muistikuva				
muistilehtiö				
muistilista				
muistilokero				
-muistinen			38	
muistinmenetys				
muistinumero				
muistinvarainen				
muistio			3	
muistipaikka				
-muistisuus			40	
muistisääntö				
muistitieto				
muistittomuus			40	
muistivihko				
muistivirhe				
muisto			1	
muistoesine				
muistohetki				
-muistoinen			38	
muistoisa			10	
muistojuhla				
muistojulkaisu				
muistojumalanpalvelus				
muistokirja				
muistokirjoitus				
muistokynttilä				
muistolaatta				
muistolahja				
muistolause				
muistolehto				
muistomerkki				
muistomitali				
muistomuuri				
muistopatsas				
muistopuhe				
muistopäivä				
muistoraha				
muistorikas				
muistoruno				
muistosanat				
muistosäe				
muistotilaisuus				
muistovärssy				
muistua			52	
muistuma			10	
muistutella		C	67	
muistuttaa		C	53	
muistutus			39	
muka			99	
mukaa			99	
mukaan			99	
mukaan luettuna			99	
mukaan lukien			99	
mukaanotto				
mukaansatempaava			10	
mukaansatempaavasti			99	
mukaansatempaavuus			40	
mukaantua		J	52	
mukaantulo				
mukaantuva			10	
mukaelma			10	
mukailla			67	
mukailu			2	
mukainen			38	
mukaisesti			99	
mukaisuus			40	
mukamas			99	
mukana			99	
mukanaolija				
mukanaolo				
mukauma			10	
mukauttaa		C	53	
mukautua		F	52	
mukautuma			10	
mukautumiskyky				
mukautumiskykyinen				
mukautuva			10	
mukautuvainen			38	
mukautuvaisuus			40	
mukautuvuus			40	
mukava			10	
mukavasti			99	
mukavoittaa		C	53	
mukavoitua		F	52	
mukavuudenhalu				
mukavuudenhaluinen				
mukavuus			40	
mukavuuslaitos				
mukavuuslippu				
mukavuuslippulaiva				
muki			5	
mukiin			99	
mukiinmenevä				
mukiinmenevästi			99	
mukillinen			38	
mukiloida			62	
mukilointi		J	5	
mukina			12	
mukista			66	
mukkelis makkelis			99	
muksahdus			39	
muksahtaa		F	53	
muksaus			39	
muksauttaa		C	53	
muksia			61	
muksu			1	
mukula			12	
mukula-artisokka				
-mukulainen			38	
mukulajuuri			26	
mukulakasvi				
mukulakiveys				
mukulakivi				
mukulakivikatu				
mukulakivinen				
mukulaleinikki				
mukulaselleri				
mukulavarsi				
mukuloida			62	
mukura			12	
mulahdus			39	
mulahtaa		F	53	
mulatti		C	5	
muli			5	
muliinilanka				
muljahdella		F	67	
muljahdus			39	
muljahtaa		F	53	
muljaus			39	
muljautella		C	67	
muljauttaa		C	53	
mulkaista			66	
mulkku		A	1	
mulkoilla			67	
mulkosilmä				
mulkosilmäinen				
mullanvärinen				
mullas			39	
mullata		I	73	
mulli			5	
mullikka		A	14	
mullin mallin			99	
mullinpaisti				
mullistaa			53	
mullistava			10	
mullistavasti			99	
mullistavuus			40	
mullistua			52	
mullistus			39	
mullittaa		C	53	
mullitus			39	
mullos			39	
mulperikasvi				
mulperipuu				
mulperisilkki				
mulskahdus			39	
mulskahtaa		F	53	
multa		I	10	
multaantua		J	52	
multainen			38	
multakerros				
multakokkare				
multamaa				
multapaakku				
multapitoinen				
multapitoisuus				
multaseos				
multasieni				
multaus			39	
multausaura			9	
multautua		F	52	
multava			10	
multavuus			40	
multilateraalinen			38	
multimedia				
multippeli			5	
multippeliskleroosi			5	
multivisio			3	
mumina			12	
mumista			66	
mummeli			6	
mummi			5	
mummo			1	
mummola			12	
mummonmökki				
mummu			1	
muna			10	
munahedelmä				
-munainen			38	
munajuusto				
munakas		A	41	
munakastike				
munakello				
munakoiso				
munakokkeli				
munakotelo				
munakuppi				
munakäsikranaatti				
munaleikkuri				
munalikööri				
munalukko				
munamaito				
munamakaroni				
munanasetin				
munanjohdin				
munankeitin				
munankeltuainen				
munankuori			26	
munankuoriposliini				
munanmuotoinen				
munanruskuainen				
munanvalkuainen				
munarakkula				
munasampoo				
munasarja				
munasarjasyöpä				
munasiitos				
munaskuu			18	
munasolu				
munata			73	
munatorvi				
munaus			39	
munavaahto				
munavelli				
munavoi			18	
mungopapu				
munia			61	
muninta		J	9	
munittaa		C	53	
munitus			39	
munkinkaapu				
munkinkammio				
munkisto			1	
munkki		A	5	
munkkikammio				
munkkikunta				
munkkilatina				
munkkilikööri				
munkkiluostari				
munkkilupaus				
munkkipossu				
munkkirinkilä				
munkkisääntö				
munkkitaikina				
munkkius			40	
munuainen			38	
munuaisallas				
munuaisensiirto				
munuaishöystö				
munuaiskeränen			38	
munuaiskivi				
munuaiskivitauti				
munuaiskoje				
munuaismainen			38	
munuaistauti				
munuaistulehdus				
muodikas		A	41	
muodikkaasti			99	
muodikkuus			40	
muodinluoja				
muodinmukainen				
muodinmukaisesti				
muodinmukaisuus				
muodistaa			53	
muodokas		A	41	
muodollinen			38	
muodollisesti			99	
muodollisuus			40	
muodonmuutos				
muodonta		J	9	
muodontaa		J	54	
muodontaju				
muodonvaihdos				
muodostaa			53	
muodostaja			10	
muodoste			48	
muodosteilla			99	
muodostella			67	
muodostelma			10	
muodostelmalento		J	1	
muodostelmaluistelu				
muodostelu			2	
muodostua			52	
muodostuma			10	
muodostumistapa				
muodostus			39	
muodota		F	75	
muodoton		C	34	
muodottomuus			40	
muokata		A	73	
muokattavuus			40	
muokkaaja			10	
muokkaantua		J	52	
muokkain			33	
muokkaus			39	
muokkausjyrsin				
muokkauskausi				
muokkaussyvyys				
muokkaustyö				
muokkautua		F	52	
muokkautuvuus			40	
muona			10	
muona-annos				
muonamies				
muonavahvuus				
muonavarat				
muonittaa		C	53	
muonittamo			2	
muonitus			39	
muonituspalvelu				
muonitusvahvuus				
muori			5	
muorinen			99	
muorinkukka				
muoti		F	5	
muoti-				
muotiala				
muotiasu				
muotiharrastus				
muotihuone				
muoti-ilmiö				
muoti-iskelmä				
muotikeskus				
muotikirjailija				
muotilehti				
muotileijona				
muotiliike				
muotinukke				
muotinäytös				
muotipiirtäjä				
muotisalonki				
muotisana				
muotishow				
muotisuunnittelija				
muotisuunta				
muotitalo				
muotitietoinen				
muotivaate				
muotivillitys				
muotivirtaus				
muotiväri				
muoto		F	1	
muotoaisti				
muotoilija			12	
muotoilla			67	
muotoilu			2	
muotoilugeeli				
muotoinen			38	
muotoisuus			40	
muotokappale				
muotokaunis				
muotokieli				
muotokristillinen				
muotokristillisyys				
muotokuva				
muotokuvaaja				
muotokuvamaalari			6	
muotokuvamaalaus			39	
muotokuvanpaljastus				
muotokuvanpaljastustilaisuus				
muotokuvataide				
muotolaskos				
muotolista				
muoto-opillinen				
muoto-oppi				
muotopuhdas				
muotopuoli				
muotorakenne				
muotorikas				
muotosarja				
muotoseikka				
muototaju				
muototeräs				
muototiili				
muotoutua		F	52	
muotoutuma			10	
muotovaahto				
muotovalio				
muotovirhe				
muotti		C	5	
muottilaudoitus				
muottipuristus				
muottitaonta				
muovaantua		J	52	
muovailla			67	
muovailu			2	
muovailusavi				
muovailuvaha				
muovata			73	
muovauma			10	
muovaus			39	
muovausleikkaus				
muovautua		F	52	
muovautuma			10	
muovautuva			10	
muovautuvuus			40	
muovi			5	
muoviastia				
muovieriste				
muovieristeinen				
muovikalvo				
muovikassi				
muovikelmu				
muovikyllästeinen				
muovikäsine				
muovilaminaatti				
muovilasi				
muovilautanen				
muovilelu				
muoviletku				
muoviliima				
muovilinssi				
muovilusikka				
muovimatto				
muovimuki				
muovimäki				
muovinen			38	
muovinkeräys				
muovipinnoite				
muovipinnoittaa				
muovipinnoitteinen				
muovipinta				
muovipintainen				
muovipullo				
muovipussi				
muovipuu				
muovipäällyste				
muovipäällysteinen				
muoviraha				
muovirouhe				
muovisanko				
muovisuksi				
muovisäkki				
muovitapetti				
muovitasku				
muoviteollisuus				
muovittaa		C	53	
muovituote				
muovitus			39	
muoviämpäri				
mura			10	
murahdella		F	67	
murahdus			39	
murahtaa		F	53	
murahtelu			2	
muratti		C	5	
murattiaralia				
murea			15	
mureena			13	
murehduttaa		C	53	
murehtia		F	61	
mureke		A	48	
murekekyljys				
murekekääryle				
murekepihvi				
murekeseos				
mureketaikina				
muren			49	
murena			11	
murene			49	
murennus			39	
murentaa		J	54	
murentua		J	52	
mureta			72	
mureus			40	
mureuttaa		C	53	
mureutua		F	52	
murha			10	
murhaaja			10	
murha-ase				
murhaava			10	
murhaavasti			99	
murhajuttu				
murhamies				
murhanhimo				
murhanhimoinen				
